term,date,datetime,minute,count
dortmund,04-03,2013-04-03 19:36:00,51,718
dortmund,04-03,2013-04-03 19:37:00,52,779
dortmund,04-03,2013-04-03 19:38:00,53,695
dortmund,04-03,2013-04-03 19:39:00,54,542
dortmund,04-03,2013-04-03 19:40:00,55,557
dortmund,04-03,2013-04-03 19:41:00,56,579
dortmund,04-03,2013-04-03 19:42:00,57,492
dortmund,04-03,2013-04-03 19:43:00,58,433
dortmund,04-03,2013-04-03 19:44:00,59,425
dortmund,04-03,2013-04-03 19:45:00,60,458
dortmund,04-03,2013-04-03 19:46:00,61,442
dortmund,04-03,2013-04-03 19:47:00,62,587
dortmund,04-03,2013-04-03 19:48:00,63,590
dortmund,04-03,2013-04-03 19:49:00,64,576
dortmund,04-03,2013-04-03 19:50:00,65,686
dortmund,04-03,2013-04-03 19:51:00,66,541
dortmund,04-03,2013-04-03 19:52:00,67,444
dortmund,04-03,2013-04-03 19:53:00,68,343
dortmund,04-03,2013-04-03 19:54:00,69,394
dortmund,04-03,2013-04-03 19:55:00,70,387
dortmund,04-03,2013-04-03 19:56:00,71,401
dortmund,04-03,2013-04-03 19:57:00,72,424
dortmund,04-03,2013-04-03 19:58:00,73,390
dortmund,04-03,2013-04-03 19:59:00,74,333
dortmund,04-03,2013-04-03 20:00:00,75,343
dortmund,04-03,2013-04-03 20:01:00,76,359
dortmund,04-03,2013-04-03 20:02:00,77,296
dortmund,04-03,2013-04-03 20:03:00,78,378
dortmund,04-03,2013-04-03 20:04:00,79,438
dortmund,04-03,2013-04-03 20:05:00,80,406
dortmund,04-03,2013-04-03 20:06:00,81,446
dortmund,04-03,2013-04-03 20:07:00,82,773
dortmund,04-03,2013-04-03 20:08:00,83,733
dortmund,04-03,2013-04-03 20:09:00,84,733
dortmund,04-03,2013-04-03 20:10:00,85,561
dortmund,04-03,2013-04-03 20:11:00,86,558
dortmund,04-03,2013-04-03 20:12:00,87,561
dortmund,04-03,2013-04-03 20:13:00,88,415
dortmund,04-03,2013-04-03 20:14:00,89,394
dortmund,04-03,2013-04-03 20:15:00,90,370
dortmund,04-03,2013-04-03 20:16:00,91,470
dortmund,04-03,2013-04-03 20:17:00,92,496
dortmund,04-03,2013-04-03 20:18:00,93,508
dortmund,04-03,2013-04-03 20:19:00,94,471
dortmund,04-03,2013-04-03 20:20:00,95,484
dortmund,04-03,2013-04-03 20:21:00,96,407
dortmund,04-03,2013-04-03 20:22:00,97,400
dortmund,04-03,2013-04-03 20:23:00,98,362
dortmund,04-03,2013-04-03 20:24:00,99,365
dortmund,04-03,2013-04-03 20:25:00,100,387
dortmund,04-03,2013-04-03 20:26:00,101,396
dortmund,04-03,2013-04-03 20:27:00,102,360
dortmund,04-03,2013-04-03 20:28:00,103,408
dortmund,04-03,2013-04-03 20:29:00,104,484
dortmund,04-03,2013-04-03 20:30:00,105,459
dortmund,04-03,2013-04-03 20:31:00,106,350
dortmund,04-03,2013-04-03 20:32:00,107,329
dortmund,04-03,2013-04-03 20:33:00,108,334
dortmund,04-03,2013-04-03 20:34:00,109,379
dortmund,04-03,2013-04-03 20:35:00,110,607
dortmund,04-03,2013-04-03 20:36:00,111,2255
dortmund,04-03,2013-04-03 20:37:00,112,2656
dortmund,04-03,2013-04-03 20:38:00,113,2143
dortmund,04-03,2013-04-03 20:39:00,114,1760
dortmund,04-03,2013-04-03 20:40:00,115,1364
dortmund,04-03,2013-04-03 20:41:00,116,1091
dortmund,04-03,2013-04-03 20:42:00,117,1006
dortmund,04-03,2013-04-03 20:43:00,118,804
dortmund,04-03,2013-04-03 20:44:00,119,686
dortmund,04-03,2013-04-03 20:45:00,120,661
dortmund,04-03,2013-04-03 20:46:00,121,603
dortmund,04-03,2013-04-03 20:47:00,122,551
dortmund,04-03,2013-04-03 20:48:00,123,549
dortmund,04-03,2013-04-03 20:49:00,124,509
dortmund,04-03,2013-04-03 20:50:00,125,532
dortmund,04-03,2013-04-03 20:51:00,126,503
dortmund,04-03,2013-04-03 20:52:00,127,545
dortmund,04-03,2013-04-03 20:53:00,128,517
dortmund,04-03,2013-04-03 20:54:00,129,416
dortmund,04-03,2013-04-03 20:55:00,130,397
dortmund,04-03,2013-04-03 20:56:00,131,404
dortmund,04-03,2013-04-03 20:57:00,132,378
dortmund,04-03,2013-04-03 20:58:00,133,344
dortmund,04-03,2013-04-03 20:59:00,134,328
dortmund,04-03,2013-04-03 21:00:00,135,343
dortmund,04-03,2013-04-03 21:01:00,136,391
dortmund,04-03,2013-04-03 21:02:00,137,520
dortmund,04-03,2013-04-03 21:03:00,138,432
dortmund,04-03,2013-04-03 21:04:00,139,489
dortmund,04-03,2013-04-03 21:05:00,140,422
dortmund,04-03,2013-04-03 21:06:00,141,415
dortmund,04-03,2013-04-03 21:07:00,142,480
dortmund,04-03,2013-04-03 21:08:00,143,528
dortmund,04-03,2013-04-03 21:09:00,144,435
dortmund,04-03,2013-04-03 21:10:00,145,492
dortmund,04-03,2013-04-03 21:11:00,146,348
dortmund,04-03,2013-04-03 21:12:00,147,457
dortmund,04-03,2013-04-03 21:13:00,148,326
dortmund,04-03,2013-04-03 21:14:00,149,281
dortmund,04-03,2013-04-03 21:15:00,150,350
galatasaray,04-03,2013-04-03 18:15:00,-30,1790
galatasaray,04-03,2013-04-03 18:16:00,-29,1773
galatasaray,04-03,2013-04-03 18:17:00,-28,1639
galatasaray,04-03,2013-04-03 18:18:00,-27,2121
galatasaray,04-03,2013-04-03 18:19:00,-26,2237
galatasaray,04-03,2013-04-03 18:20:00,-25,2235
galatasaray,04-03,2013-04-03 18:21:00,-24,2295
galatasaray,04-03,2013-04-03 18:22:00,-23,2224
galatasaray,04-03,2013-04-03 18:23:00,-22,2048
galatasaray,04-03,2013-04-03 18:24:00,-21,1939
galatasaray,04-03,2013-04-03 18:25:00,-20,1870
galatasaray,04-03,2013-04-03 18:26:00,-19,1969
galatasaray,04-03,2013-04-03 18:27:00,-18,1909
galatasaray,04-03,2013-04-03 18:28:00,-17,1897
galatasaray,04-03,2013-04-03 18:29:00,-16,2044
galatasaray,04-03,2013-04-03 18:30:00,-15,2045
galatasaray,04-03,2013-04-03 18:31:00,-14,2250
galatasaray,04-03,2013-04-03 18:32:00,-13,2406
galatasaray,04-03,2013-04-03 18:33:00,-12,2942
galatasaray,04-03,2013-04-03 18:34:00,-11,2890
galatasaray,04-03,2013-04-03 18:35:00,-10,3160
galatasaray,04-03,2013-04-03 18:36:00,-9,2972
galatasaray,04-03,2013-04-03 18:37:00,-8,3048
galatasaray,04-03,2013-04-03 18:38:00,-7,3301
galatasaray,04-03,2013-04-03 18:39:00,-6,3379
galatasaray,04-03,2013-04-03 18:40:00,-5,3730
galatasaray,04-03,2013-04-03 18:41:00,-4,3752
galatasaray,04-03,2013-04-03 18:42:00,-3,4420
galatasaray,04-03,2013-04-03 18:43:00,-2,4817
galatasaray,04-03,2013-04-03 18:44:00,-1,4977
galatasaray,04-03,2013-04-03 18:45:00,0,6815
galatasaray,04-03,2013-04-03 18:46:00,1,5866
galatasaray,04-03,2013-04-03 18:47:00,2,4261
galatasaray,04-03,2013-04-03 18:48:00,3,3541
galatasaray,04-03,2013-04-03 18:49:00,4,3187
galatasaray,04-03,2013-04-03 18:50:00,5,2852
galatasaray,04-03,2013-04-03 18:51:00,6,2365
galatasaray,04-03,2013-04-03 18:52:00,7,2427
galatasaray,04-03,2013-04-03 18:53:00,8,2241
galatasaray,04-03,2013-04-03 18:54:00,9,3141
galatasaray,04-03,2013-04-03 18:55:00,10,5490
galatasaray,04-03,2013-04-03 18:56:00,11,4946
galatasaray,04-03,2013-04-03 18:57:00,12,4133
galatasaray,04-03,2013-04-03 18:58:00,13,3143
galatasaray,04-03,2013-04-03 18:59:00,14,2853
galatasaray,04-03,2013-04-03 19:00:00,15,2447
galatasaray,04-03,2013-04-03 19:01:00,16,2226
galatasaray,04-03,2013-04-03 19:02:00,17,2004
galatasaray,04-03,2013-04-03 19:03:00,18,2086
galatasaray,04-03,2013-04-03 19:04:00,19,2028
galatasaray,04-03,2013-04-03 19:05:00,20,2070
galatasaray,04-03,2013-04-03 19:06:00,21,1965
galatasaray,04-03,2013-04-03 19:07:00,22,1723
galatasaray,04-03,2013-04-03 19:08:00,23,1663
galatasaray,04-03,2013-04-03 19:09:00,24,1544
galatasaray,04-03,2013-04-03 19:10:00,25,1687
galatasaray,04-03,2013-04-03 19:11:00,26,1709
galatasaray,04-03,2013-04-03 19:12:00,27,2015
galatasaray,04-03,2013-04-03 19:13:00,28,1991
galatasaray,04-03,2013-04-03 19:14:00,29,7160
galatasaray,04-03,2013-04-03 19:15:00,30,6195
galatasaray,04-03,2013-04-03 19:16:00,31,5348
galatasaray,04-03,2013-04-03 19:17:00,32,4491
galatasaray,04-03,2013-04-03 19:18:00,33,3477
galatasaray,04-03,2013-04-03 19:19:00,34,3179
galatasaray,04-03,2013-04-03 19:20:00,35,3122
galatasaray,04-03,2013-04-03 19:21:00,36,2915
galatasaray,04-03,2013-04-03 19:22:00,37,2526
galatasaray,04-03,2013-04-03 19:23:00,38,2332
galatasaray,04-03,2013-04-03 19:24:00,39,2179
galatasaray,04-03,2013-04-03 19:25:00,40,2399
galatasaray,04-03,2013-04-03 19:26:00,41,2371
galatasaray,04-03,2013-04-03 19:27:00,42,2107
galatasaray,04-03,2013-04-03 19:28:00,43,2004
galatasaray,04-03,2013-04-03 19:29:00,44,2021
galatasaray,04-03,2013-04-03 19:30:00,45,1877
galatasaray,04-03,2013-04-03 19:31:00,46,4075
galatasaray,04-03,2013-04-03 19:32:00,47,6657
galatasaray,04-03,2013-04-03 19:33:00,48,5528
galatasaray,04-03,2013-04-03 19:34:00,49,4598
galatasaray,04-03,2013-04-03 19:35:00,50,3935
galatasaray,04-03,2013-04-03 19:36:00,51,3676
galatasaray,04-03,2013-04-03 19:37:00,52,3426
galatasaray,04-03,2013-04-03 19:38:00,53,3253
galatasaray,04-03,2013-04-03 19:39:00,54,3111
galatasaray,04-03,2013-04-03 19:40:00,55,2940
galatasaray,04-03,2013-04-03 19:41:00,56,2972
galatasaray,04-03,2013-04-03 19:42:00,57,2765
galatasaray,04-03,2013-04-03 19:43:00,58,3139
galatasaray,04-03,2013-04-03 19:44:00,59,3156
galatasaray,04-03,2013-04-03 19:45:00,60,2901
galatasaray,04-03,2013-04-03 19:46:00,61,2676
galatasaray,04-03,2013-04-03 19:47:00,62,3425
galatasaray,04-03,2013-04-03 19:48:00,63,3365
galatasaray,04-03,2013-04-03 19:49:00,64,2412
galatasaray,04-03,2013-04-03 19:50:00,65,2186
galatasaray,04-03,2013-04-03 19:51:00,66,1900
galatasaray,04-03,2013-04-03 19:52:00,67,1791
galatasaray,04-03,2013-04-03 19:53:00,68,1683
galatasaray,04-03,2013-04-03 19:54:00,69,1669
galatasaray,04-03,2013-04-03 19:55:00,70,1830
galatasaray,04-03,2013-04-03 19:56:00,71,1623
galatasaray,04-03,2013-04-03 19:57:00,72,1576
galatasaray,04-03,2013-04-03 19:58:00,73,1623
galatasaray,04-03,2013-04-03 19:59:00,74,1508
galatasaray,04-03,2013-04-03 20:00:00,75,1628
galatasaray,04-03,2013-04-03 20:01:00,76,1411
galatasaray,04-03,2013-04-03 20:02:00,77,1415
galatasaray,04-03,2013-04-03 20:03:00,78,1400
galatasaray,04-03,2013-04-03 20:04:00,79,1547
galatasaray,04-03,2013-04-03 20:05:00,80,1425
galatasaray,04-03,2013-04-03 20:06:00,81,1493
galatasaray,04-03,2013-04-03 20:07:00,82,1299
galatasaray,04-03,2013-04-03 20:08:00,83,1337
galatasaray,04-03,2013-04-03 20:09:00,84,1333
galatasaray,04-03,2013-04-03 20:10:00,85,1354
galatasaray,04-03,2013-04-03 20:11:00,86,1236
galatasaray,04-03,2013-04-03 20:12:00,87,1313
galatasaray,04-03,2013-04-03 20:13:00,88,1200
galatasaray,04-03,2013-04-03 20:14:00,89,1100
galatasaray,04-03,2013-04-03 20:15:00,90,3416
galatasaray,04-03,2013-04-03 20:16:00,91,5992
galatasaray,04-03,2013-04-03 20:17:00,92,5405
galatasaray,04-03,2013-04-03 20:18:00,93,4434
galatasaray,04-03,2013-04-03 20:19:00,94,3653
galatasaray,04-03,2013-04-03 20:20:00,95,3312
galatasaray,04-03,2013-04-03 20:21:00,96,3079
galatasaray,04-03,2013-04-03 20:22:00,97,2659
galatasaray,04-03,2013-04-03 20:23:00,98,2377
galatasaray,04-03,2013-04-03 20:24:00,99,2235
galatasaray,04-03,2013-04-03 20:25:00,100,2386
galatasaray,04-03,2013-04-03 20:26:00,101,2175
galatasaray,04-03,2013-04-03 20:27:00,102,2360
galatasaray,04-03,2013-04-03 20:28:00,103,2442
galatasaray,04-03,2013-04-03 20:29:00,104,2371
galatasaray,04-03,2013-04-03 20:30:00,105,2272
galatasaray,04-03,2013-04-03 20:31:00,106,2210
galatasaray,04-03,2013-04-03 20:32:00,107,2085
galatasaray,04-03,2013-04-03 20:33:00,108,1896
galatasaray,04-03,2013-04-03 20:34:00,109,1810
galatasaray,04-03,2013-04-03 20:35:00,110,3902
galatasaray,04-03,2013-04-03 20:36:00,111,11504
galatasaray,04-03,2013-04-03 20:37:00,112,10947
galatasaray,04-03,2013-04-03 20:38:00,113,8685
galatasaray,04-03,2013-04-03 20:39:00,114,7389
galatasaray,04-03,2013-04-03 20:40:00,115,6338
galatasaray,04-03,2013-04-03 20:41:00,116,5566
galatasaray,04-03,2013-04-03 20:42:00,117,4919
galatasaray,04-03,2013-04-03 20:43:00,118,4233
galatasaray,04-03,2013-04-03 20:44:00,119,4216
galatasaray,04-03,2013-04-03 20:45:00,120,3965
galatasaray,04-03,2013-04-03 20:46:00,121,3713
galatasaray,04-03,2013-04-03 20:47:00,122,3410
galatasaray,04-03,2013-04-03 20:48:00,123,3264
galatasaray,04-03,2013-04-03 20:49:00,124,3019
galatasaray,04-03,2013-04-03 20:50:00,125,2885
galatasaray,04-03,2013-04-03 20:51:00,126,2814
galatasaray,04-03,2013-04-03 20:52:00,127,2806
galatasaray,04-03,2013-04-03 20:53:00,128,2784
galatasaray,04-03,2013-04-03 20:54:00,129,2773
galatasaray,04-03,2013-04-03 20:55:00,130,2757
galatasaray,04-03,2013-04-03 20:56:00,131,2550
galatasaray,04-03,2013-04-03 20:57:00,132,3344
galatasaray,04-03,2013-04-03 20:58:00,133,2531
galatasaray,04-03,2013-04-03 20:59:00,134,2382
galatasaray,04-03,2013-04-03 21:00:00,135,2525
galatasaray,04-03,2013-04-03 21:01:00,136,2357
galatasaray,04-03,2013-04-03 21:02:00,137,2365
galatasaray,04-03,2013-04-03 21:03:00,138,2324
galatasaray,04-03,2013-04-03 21:04:00,139,2165
galatasaray,04-03,2013-04-03 21:05:00,140,2080
galatasaray,04-03,2013-04-03 21:06:00,141,2153
galatasaray,04-03,2013-04-03 21:07:00,142,2007
galatasaray,04-03,2013-04-03 21:08:00,143,1990
galatasaray,04-03,2013-04-03 21:09:00,144,2032
galatasaray,04-03,2013-04-03 21:10:00,145,1819
galatasaray,04-03,2013-04-03 21:11:00,146,1717
galatasaray,04-03,2013-04-03 21:12:00,147,1802
galatasaray,04-03,2013-04-03 21:13:00,148,2266
galatasaray,04-03,2013-04-03 21:14:00,149,2602
galatasaray,04-03,2013-04-03 21:15:00,150,2297
malaga,04-03,2013-04-03 18:15:00,-30,464
malaga,04-03,2013-04-03 18:16:00,-29,390
malaga,04-03,2013-04-03 18:17:00,-28,363
malaga,04-03,2013-04-03 18:18:00,-27,328
malaga,04-03,2013-04-03 18:19:00,-26,440
malaga,04-03,2013-04-03 18:20:00,-25,478
malaga,04-03,2013-04-03 18:21:00,-24,482
malaga,04-03,2013-04-03 18:22:00,-23,466
malaga,04-03,2013-04-03 18:23:00,-22,430
malaga,04-03,2013-04-03 18:24:00,-21,403
malaga,04-03,2013-04-03 18:25:00,-20,426
malaga,04-03,2013-04-03 18:26:00,-19,402
malaga,04-03,2013-04-03 18:27:00,-18,447
malaga,04-03,2013-04-03 18:28:00,-17,566
malaga,04-03,2013-04-03 18:29:00,-16,543
malaga,04-03,2013-04-03 18:30:00,-15,568
malaga,04-03,2013-04-03 18:31:00,-14,586
malaga,04-03,2013-04-03 18:32:00,-13,569
malaga,04-03,2013-04-03 18:33:00,-12,580
malaga,04-03,2013-04-03 18:34:00,-11,532
malaga,04-03,2013-04-03 18:35:00,-10,636
malaga,04-03,2013-04-03 18:36:00,-9,646
malaga,04-03,2013-04-03 18:37:00,-8,641
malaga,04-03,2013-04-03 18:38:00,-7,686
malaga,04-03,2013-04-03 18:39:00,-6,686
malaga,04-03,2013-04-03 18:40:00,-5,790
malaga,04-03,2013-04-03 18:41:00,-4,818
malaga,04-03,2013-04-03 18:42:00,-3,981
malaga,04-03,2013-04-03 18:43:00,-2,968
malaga,04-03,2013-04-03 18:44:00,-1,969
malaga,04-03,2013-04-03 18:45:00,0,1292
malaga,04-03,2013-04-03 18:46:00,1,1154
malaga,04-03,2013-04-03 18:47:00,2,866
malaga,04-03,2013-04-03 18:48:00,3,748
malaga,04-03,2013-04-03 18:49:00,4,629
malaga,04-03,2013-04-03 18:50:00,5,628
malaga,04-03,2013-04-03 18:51:00,6,689
malaga,04-03,2013-04-03 18:52:00,7,694
malaga,04-03,2013-04-03 18:53:00,8,555
malaga,04-03,2013-04-03 18:54:00,9,455
malaga,04-03,2013-04-03 18:55:00,10,497
malaga,04-03,2013-04-03 18:56:00,11,476
malaga,04-03,2013-04-03 18:57:00,12,460
malaga,04-03,2013-04-03 18:58:00,13,482
malaga,04-03,2013-04-03 18:59:00,14,769
malaga,04-03,2013-04-03 19:00:00,15,593
malaga,04-03,2013-04-03 19:01:00,16,542
malaga,04-03,2013-04-03 19:02:00,17,490
malaga,04-03,2013-04-03 19:03:00,18,607
malaga,04-03,2013-04-03 19:04:00,19,792
malaga,04-03,2013-04-03 19:05:00,20,558
malaga,04-03,2013-04-03 19:06:00,21,493
malaga,04-03,2013-04-03 19:07:00,22,426
malaga,04-03,2013-04-03 19:08:00,23,437
malaga,04-03,2013-04-03 19:09:00,24,449
malaga,04-03,2013-04-03 19:10:00,25,586
malaga,04-03,2013-04-03 19:11:00,26,539
malaga,04-03,2013-04-03 19:12:00,27,552
malaga,04-03,2013-04-03 19:13:00,28,621
malaga,04-03,2013-04-03 19:14:00,29,705
malaga,04-03,2013-04-03 19:15:00,30,716
malaga,04-03,2013-04-03 19:16:00,31,704
malaga,04-03,2013-04-03 19:17:00,32,678
malaga,04-03,2013-04-03 19:18:00,33,586
malaga,04-03,2013-04-03 19:19:00,34,591
malaga,04-03,2013-04-03 19:20:00,35,658
malaga,04-03,2013-04-03 19:21:00,36,579
malaga,04-03,2013-04-03 19:22:00,37,559
malaga,04-03,2013-04-03 19:23:00,38,518
malaga,04-03,2013-04-03 19:24:00,39,634
malaga,04-03,2013-04-03 19:25:00,40,1167
malaga,04-03,2013-04-03 19:26:00,41,807
malaga,04-03,2013-04-03 19:27:00,42,1317
malaga,04-03,2013-04-03 19:28:00,43,1255
malaga,04-03,2013-04-03 19:29:00,44,862
malaga,04-03,2013-04-03 19:30:00,45,882
malaga,04-03,2013-04-03 19:31:00,46,1350
malaga,04-03,2013-04-03 19:32:00,47,2165
malaga,04-03,2013-04-03 19:33:00,48,1819
malaga,04-03,2013-04-03 19:34:00,49,1487
malaga,04-03,2013-04-03 19:35:00,50,1222
malaga,04-03,2013-04-03 19:36:00,51,953
malaga,04-03,2013-04-03 19:37:00,52,912
malaga,04-03,2013-04-03 19:38:00,53,801
malaga,04-03,2013-04-03 19:39:00,54,708
malaga,04-03,2013-04-03 19:40:00,55,678
malaga,04-03,2013-04-03 19:41:00,56,627
malaga,04-03,2013-04-03 19:42:00,57,586
malaga,04-03,2013-04-03 19:43:00,58,468
malaga,04-03,2013-04-03 19:44:00,59,530
malaga,04-03,2013-04-03 19:45:00,60,516
malaga,04-03,2013-04-03 19:46:00,61,503
malaga,04-03,2013-04-03 19:47:00,62,669
malaga,04-03,2013-04-03 19:48:00,63,640
malaga,04-03,2013-04-03 19:49:00,64,618
malaga,04-03,2013-04-03 19:50:00,65,565
malaga,04-03,2013-04-03 19:51:00,66,494
malaga,04-03,2013-04-03 19:52:00,67,429
malaga,04-03,2013-04-03 19:53:00,68,411
malaga,04-03,2013-04-03 19:54:00,69,416
malaga,04-03,2013-04-03 19:55:00,70,430
malaga,04-03,2013-04-03 19:56:00,71,432
malaga,04-03,2013-04-03 19:57:00,72,426
malaga,04-03,2013-04-03 19:58:00,73,418
malaga,04-03,2013-04-03 19:59:00,74,374
malaga,04-03,2013-04-03 20:00:00,75,391
malaga,04-03,2013-04-03 20:01:00,76,397
malaga,04-03,2013-04-03 20:02:00,77,346
malaga,04-03,2013-04-03 20:03:00,78,388
malaga,04-03,2013-04-03 20:04:00,79,430
malaga,04-03,2013-04-03 20:05:00,80,441
malaga,04-03,2013-04-03 20:06:00,81,437
malaga,04-03,2013-04-03 20:07:00,82,642
malaga,04-03,2013-04-03 20:08:00,83,888
malaga,04-03,2013-04-03 20:09:00,84,857
malaga,04-03,2013-04-03 20:10:00,85,712
malaga,04-03,2013-04-03 20:11:00,86,610
malaga,04-03,2013-04-03 20:12:00,87,540
malaga,04-03,2013-04-03 20:13:00,88,446
malaga,04-03,2013-04-03 20:14:00,89,423
malaga,04-03,2013-04-03 20:15:00,90,376
malaga,04-03,2013-04-03 20:16:00,91,492
malaga,04-03,2013-04-03 20:17:00,92,573
malaga,04-03,2013-04-03 20:18:00,93,670
malaga,04-03,2013-04-03 20:19:00,94,614
malaga,04-03,2013-04-03 20:20:00,95,566
malaga,04-03,2013-04-03 20:21:00,96,479
malaga,04-03,2013-04-03 20:22:00,97,422
malaga,04-03,2013-04-03 20:23:00,98,437
malaga,04-03,2013-04-03 20:24:00,99,408
malaga,04-03,2013-04-03 20:25:00,100,478
malaga,04-03,2013-04-03 20:26:00,101,457
malaga,04-03,2013-04-03 20:27:00,102,409
malaga,04-03,2013-04-03 20:28:00,103,401
malaga,04-03,2013-04-03 20:29:00,104,594
malaga,04-03,2013-04-03 20:30:00,105,559
malaga,04-03,2013-04-03 20:31:00,106,533
malaga,04-03,2013-04-03 20:32:00,107,436
malaga,04-03,2013-04-03 20:33:00,108,402
malaga,04-03,2013-04-03 20:34:00,109,381
malaga,04-03,2013-04-03 20:35:00,110,707
malaga,04-03,2013-04-03 20:36:00,111,2984
malaga,04-03,2013-04-03 20:37:00,112,3307
malaga,04-03,2013-04-03 20:38:00,113,2597
malaga,04-03,2013-04-03 20:39:00,114,2040
malaga,04-03,2013-04-03 20:40:00,115,1631
malaga,04-03,2013-04-03 20:41:00,116,1358
malaga,04-03,2013-04-03 20:42:00,117,1228
malaga,04-03,2013-04-03 20:43:00,118,988
malaga,04-03,2013-04-03 20:44:00,119,875
malaga,04-03,2013-04-03 20:45:00,120,828
malaga,04-03,2013-04-03 20:46:00,121,762
malaga,04-03,2013-04-03 20:47:00,122,677
malaga,04-03,2013-04-03 20:48:00,123,639
malaga,04-03,2013-04-03 20:49:00,124,652
malaga,04-03,2013-04-03 20:50:00,125,571
malaga,04-03,2013-04-03 20:51:00,126,558
malaga,04-03,2013-04-03 20:52:00,127,716
malaga,04-03,2013-04-03 20:53:00,128,553
malaga,04-03,2013-04-03 20:54:00,129,477
malaga,04-03,2013-04-03 20:55:00,130,508
malaga,04-03,2013-04-03 20:56:00,131,476
malaga,04-03,2013-04-03 20:57:00,132,471
malaga,04-03,2013-04-03 20:58:00,133,443
malaga,04-03,2013-04-03 20:59:00,134,433
malaga,04-03,2013-04-03 21:00:00,135,470
malaga,04-03,2013-04-03 21:01:00,136,541
malaga,04-03,2013-04-03 21:02:00,137,610
malaga,04-03,2013-04-03 21:03:00,138,471
malaga,04-03,2013-04-03 21:04:00,139,525
malaga,04-03,2013-04-03 21:05:00,140,480
malaga,04-03,2013-04-03 21:06:00,141,486
malaga,04-03,2013-04-03 21:07:00,142,452
malaga,04-03,2013-04-03 21:08:00,143,478
malaga,04-03,2013-04-03 21:09:00,144,461
malaga,04-03,2013-04-03 21:10:00,145,515
malaga,04-03,2013-04-03 21:11:00,146,390
malaga,04-03,2013-04-03 21:12:00,147,514
malaga,04-03,2013-04-03 21:13:00,148,412
malaga,04-03,2013-04-03 21:14:00,149,324
malaga,04-03,2013-04-03 21:15:00,150,406
realmadrid,04-03,2013-04-03 18:15:00,-30,2707
realmadrid,04-03,2013-04-03 18:16:00,-29,2676
realmadrid,04-03,2013-04-03 18:17:00,-28,2572
realmadrid,04-03,2013-04-03 18:18:00,-27,2577
realmadrid,04-03,2013-04-03 18:19:00,-26,2665
realmadrid,04-03,2013-04-03 18:20:00,-25,2818
realmadrid,04-03,2013-04-03 18:21:00,-24,2951
realmadrid,04-03,2013-04-03 18:22:00,-23,2898
realmadrid,04-03,2013-04-03 18:23:00,-22,2791
realmadrid,04-03,2013-04-03 18:24:00,-21,2783
realmadrid,04-03,2013-04-03 18:25:00,-20,2909
realmadrid,04-03,2013-04-03 18:26:00,-19,2775
realmadrid,04-03,2013-04-03 18:27:00,-18,2943
realmadrid,04-03,2013-04-03 18:28:00,-17,3072
realmadrid,04-03,2013-04-03 18:29:00,-16,3158
realmadrid,04-03,2013-04-03 18:30:00,-15,3445
realmadrid,04-03,2013-04-03 18:31:00,-14,3697
realmadrid,04-03,2013-04-03 18:32:00,-13,3723
realmadrid,04-03,2013-04-03 18:33:00,-12,3783
realmadrid,04-03,2013-04-03 18:34:00,-11,3828
realmadrid,04-03,2013-04-03 18:35:00,-10,4266
realmadrid,04-03,2013-04-03 18:36:00,-9,4142
realmadrid,04-03,2013-04-03 18:37:00,-8,4339
realmadrid,04-03,2013-04-03 18:38:00,-7,4635
realmadrid,04-03,2013-04-03 18:39:00,-6,4897
realmadrid,04-03,2013-04-03 18:40:00,-5,5801
realmadrid,04-03,2013-04-03 18:41:00,-4,6202
realmadrid,04-03,2013-04-03 18:42:00,-3,7128
realmadrid,04-03,2013-04-03 18:43:00,-2,7846
realmadrid,04-03,2013-04-03 18:44:00,-1,8468
realmadrid,04-03,2013-04-03 18:45:00,0,11207
realmadrid,04-03,2013-04-03 18:46:00,1,8733
realmadrid,04-03,2013-04-03 18:47:00,2,6625
realmadrid,04-03,2013-04-03 18:48:00,3,6828
realmadrid,04-03,2013-04-03 18:49:00,4,5634
realmadrid,04-03,2013-04-03 18:50:00,5,4768
realmadrid,04-03,2013-04-03 18:51:00,6,4184
realmadrid,04-03,2013-04-03 18:52:00,7,4184
realmadrid,04-03,2013-04-03 18:53:00,8,3975
realmadrid,04-03,2013-04-03 18:54:00,9,15307
realmadrid,04-03,2013-04-03 18:55:00,10,23441
realmadrid,04-03,2013-04-03 18:56:00,11,14727
realmadrid,04-03,2013-04-03 18:57:00,12,10504
realmadrid,04-03,2013-04-03 18:58:00,13,7833
realmadrid,04-03,2013-04-03 18:59:00,14,7227
realmadrid,04-03,2013-04-03 19:00:00,15,5884
realmadrid,04-03,2013-04-03 19:01:00,16,5174
realmadrid,04-03,2013-04-03 19:02:00,17,4364
realmadrid,04-03,2013-04-03 19:03:00,18,4422
realmadrid,04-03,2013-04-03 19:04:00,19,4524
realmadrid,04-03,2013-04-03 19:05:00,20,4651
realmadrid,04-03,2013-04-03 19:06:00,21,3954
realmadrid,04-03,2013-04-03 19:07:00,22,3415
realmadrid,04-03,2013-04-03 19:08:00,23,3379
realmadrid,04-03,2013-04-03 19:09:00,24,3197
realmadrid,04-03,2013-04-03 19:10:00,25,3259
realmadrid,04-03,2013-04-03 19:11:00,26,3146
realmadrid,04-03,2013-04-03 19:12:00,27,3310
realmadrid,04-03,2013-04-03 19:13:00,28,7179
realmadrid,04-03,2013-04-03 19:14:00,29,28991
